batch,network_type,group,pid,sid,status,award,turnout2,turnout2_frac,turnout3,turnout3_frac,p_time_taken,p_total_approvals,p_age,p_sex,p_ethnicity,p_country_of_birth,p_language,p_student_status,p_employment_status
3,repr,319,2,3435,P,22,2,1.0,3,1.0,307.0,110,22,Female,White,United States,English,No,DATA_EXPIRED
3,repr,319,3,3436,R,205,2,1.0,3,1.0,265.0,18,18,Female,Asian,United States,English,Yes,DATA_EXPIRED
3,repr,319,4,3437,R,185,2,1.0,3,1.0,102.0,1103,31,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,repr,319,5,3438,P,20,2,1.0,3,1.0,194.0,5684,58,Male,White,United States,English,No,Full-Time
3,repr,319,6,3439,P,18,1,0.5,1,0.3333333333333333,201.0,1484,51,Female,White,Cuba,Spanish,No,Full-Time
3,repr,319,7,3440,P,21,2,1.0,3,1.0,259.0,1348,32,Female,White,United States,English,Yes,Part-Time
3,repr,319,8,3441,P,22,2,1.0,3,1.0,193.0,3715,29,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,repr,319,9,3442,P,19,2,1.0,3,1.0,111.0,408,26,Female,Asian,United States,English,No,Part-Time
3,repr,319,10,3443,R,210,0,0.0,0,0.0,134.0,513,29,Female,White,United States,Italian,No,Part-Time
3,repr,319,11,3444,P,21,2,1.0,3,1.0,184.0,18,39,Female,White,United States,English,No,Full-Time
3,repr,319,12,3445,R,220,2,1.0,3,1.0,228.0,224,38,Female,White,United States,English,No,DATA_EXPIRED
3,repr,319,13,3446,R,180,2,1.0,3,1.0,172.0,775,41,Female,White,United States,English,No,Part-Time
3,repr,319,14,3447,P,21,2,1.0,3,1.0,194.0,366,32,Female,White,United States,English,No,Unemployed (and job seeking)
3,repr,319,15,3448,R,200,2,1.0,3,1.0,292.0,613,37,Female,White,United States,English,No,Part-Time
3,repr,319,16,3449,R,195,0,0.0,0,0.0,32.0,3697,22,Female,White,United States,English,Yes,Full-Time
3,repr,319,17,3450,P,18,2,1.0,2,0.6666666666666666,169.0,725,45,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,repr,319,18,3451,P,18,2,1.0,3,1.0,452.0,15,48,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,repr,319,19,3452,P,22,2,1.0,3,1.0,156.0,5060,35,Male,White,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
3,repr,319,20,3453,R,190,0,0.0,0,0.0,1035.0,1,49,Male,DATA_EXPIRED,United States,English,No,Full-Time
3,repr,319,21,3454,P,19,2,1.0,3,1.0,142.0,981,59,Female,White,United States,English,No,Part-Time
3,repr,319,22,3455,P,19,2,1.0,3,1.0,275.0,492,62,Female,White,United States,English,No,DATA_EXPIRED
3,repr,319,23,3456,P,20,2,1.0,3,1.0,197.0,2905,57,Female,Asian,United States,English,No,DATA_EXPIRED
1,segr,102,0,1025,P,20,2,1.0,3,1.0,197.0,3613,29,Male,Other,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,102,1,1026,P,20,2,1.0,3,1.0,246.0,2528,28,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,102,2,1027,P,22,2,1.0,3,1.0,192.0,5122,51,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,102,3,1028,R,190,2,1.0,3,1.0,193.0,1001,35,Female,White,United States,English,No,Part-Time
1,segr,102,4,1029,R,180,2,1.0,3,1.0,118.0,3383,38,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,segr,102,5,1030,R,205,2,1.0,3,1.0,182.0,1794,26,Male,White,United States,English,No,Full-Time
1,segr,102,6,1031,P,19,2,1.0,2,0.6666666666666666,232.0,13,23,Male,White,United States,English,No,Full-Time
1,segr,102,7,1032,P,21,2,1.0,3,1.0,181.0,4950,39,Male,White,United States,English,Yes,DATA_EXPIRED
1,segr,102,8,1033,P,22,2,1.0,3,1.0,122.0,114,35,Female,White,United Kingdom,English,No,Full-Time
1,segr,102,9,1034,P,19,2,1.0,3,1.0,296.0,2220,26,Female,White,United States,English,No,Full-Time
1,segr,102,10,1035,R,200,2,1.0,3,1.0,336.0,98,57,Female,White,Poland,DATA_EXPIRED,No,DATA_EXPIRED
1,segr,102,11,1036,P,18,2,1.0,3,1.0,230.0,3798,60,Female,Black,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
1,segr,102,12,1037,R,210,2,1.0,3,1.0,234.0,47,34,Female,DATA_EXPIRED,United States,English,Yes,DATA_EXPIRED
1,segr,102,13,1038,P,22,2,1.0,3,1.0,292.0,1906,32,Female,White,United States,English,No,Full-Time
1,segr,102,14,1039,R,185,2,1.0,3,1.0,130.0,108,26,Female,White,United States,English,No,Full-Time
1,segr,102,15,1040,P,18,2,1.0,3,1.0,250.0,3,28,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,102,16,1041,R,215,2,1.0,3,1.0,231.0,323,37,Female,White,United States,English,No,DATA_EXPIRED
1,segr,102,17,1042,R,195,2,1.0,3,1.0,234.0,4938,38,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,102,18,1043,R,220,0,0.0,0,0.0,441.0,1139,35,Female,Other,Mexico,Spanish,Yes,Full-Time
1,segr,102,19,1044,P,20,2,1.0,3,1.0,366.0,3415,37,Female,White,United States,English,DATA_EXPIRED,Full-Time
1,segr,102,20,1045,P,21,2,1.0,3,1.0,99.0,97,26,Female,Black,United States,English,DATA_EXPIRED,Part-Time
1,segr,102,21,1046,P,19,2,1.0,3,1.0,667.0,3853,51,Male,White,United States,English,No,Full-Time
1,segr,102,22,1047,P,21,2,1.0,3,1.0,147.0,1856,49,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,102,23,1048,P,18,2,1.0,3,1.0,121.0,1244,27,Female,White,United States,English,DATA_EXPIRED,Part-Time
1,segr,108,0,1169,P,22,2,1.0,3,1.0,215.0,1795,31,Male,White,United States,English,No,Full-Time
1,segr,108,1,1170,P,18,1,0.5,2,0.6666666666666666,304.0,178,45,Male,White,United States,English,DATA_EXPIRED,Part-Time
1,segr,108,2,1171,R,180,1,0.5,1,0.3333333333333333,290.0,2860,52,Female,White,Cuba,Spanish,DATA_EXPIRED,DATA_EXPIRED
1,segr,108,3,1172,R,205,2,1.0,3,1.0,127.0,960,35,Male,White,United States,English,No,Full-Time
1,segr,108,4,1173,R,220,2,1.0,3,1.0,311.0,1953,24,Female,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,108,5,1174,P,22,2,1.0,3,1.0,141.0,641,32,Male,White,United States,English,DATA_EXPIRED,Full-Time
1,segr,108,6,1175,R,200,2,1.0,3,1.0,172.0,564,27,Male,White,United States,English,No,Part-Time
1,segr,108,7,1176,P,18,2,1.0,3,1.0,132.0,5129,37,Male,White,United States,English,No,Unemployed (and job seeking)
1,segr,108,8,1177,P,18,2,1.0,3,1.0,220.0,14,29,Female,White,United States,English,No,Full-Time
1,segr,108,9,1178,R,195,2,1.0,3,1.0,205.0,5932,32,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,108,10,1179,R,215,2,1.0,2,0.6666666666666666,340.0,191,46,Male,Asian,United States,English,No,Full-Time
1,segr,108,11,1180,P,21,0,0.0,0,0.0,152.0,3538,30,Female,White,United States,English,No,Full-Time
1,segr,108,12,1181,P,21,2,1.0,3,1.0,482.0,2893,40,Male,Mixed,United States,English,No,Other
1,segr,108,13,1182,P,19,2,1.0,3,1.0,386.0,2456,41,Male,White,United States,English,No,Full-Time
1,segr,108,14,1183,P,21,1,0.5,2,0.6666666666666666,193.0,1019,21,Female,White,United States,English,Yes,Part-Time
1,segr,108,15,1184,P,20,2,1.0,3,1.0,225.0,2589,35,Male,White,United States,English,No,Full-Time
1,segr,108,16,1185,R,210,2,1.0,3,1.0,97.0,5536,43,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,segr,108,17,1186,R,190,2,1.0,3,1.0,844.0,2995,34,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,108,18,1187,P,20,2,1.0,3,1.0,380.0,1086,39,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,108,19,1188,P,19,2,1.0,3,1.0,145.0,2754,49,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,108,20,1189,P,20,2,1.0,3,1.0,202.0,3605,31,Male,White,United States,English,No,Full-Time
1,segr,108,21,1190,R,185,2,1.0,3,1.0,218.0,485,31,Female,White,United States,English,No,Part-Time
1,segr,108,22,1191,P,19,1,0.5,2,0.6666666666666666,201.0,2107,40,Female,Mixed,United States,English,DATA_EXPIRED,Full-Time
1,segr,108,23,1192,P,22,2,1.0,3,1.0,155.0,2335,35,Male,White,United States,English,No,Full-Time
1,segr,114,0,1313,P,18,0,0.0,0,0.0,116.0,561,26,Female,Asian,United States,English,Yes,Part-Time
1,segr,114,1,1314,R,190,2,1.0,2,0.6666666666666666,255.0,172,23,Male,White,United States,English,Yes,Other
1,segr,114,2,1315,R,185,0,0.0,0,0.0,235.0,683,22,Male,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,114,3,1316,P,20,2,1.0,3,1.0,137.0,1864,36,Male,White,United States,English,No,DATA_EXPIRED
1,segr,114,4,1317,P,19,0,0.0,1,0.3333333333333333,164.0,584,29,Female,White,United States,English,No,Full-Time
1,segr,114,5,1318,P,20,2,1.0,3,1.0,487.0,444,56,Male,Asian,Bangladesh,English,No,Full-Time
1,segr,114,6,1319,P,22,2,1.0,3,1.0,195.0,5,42,Male,Black,Ghana,English,Yes,Full-Time
1,segr,114,7,1320,P,18,1,0.5,2,0.6666666666666666,175.0,1163,22,Male,Asian,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,114,8,1321,R,215,1,0.5,1,0.3333333333333333,248.0,235,31,Female,Black,United States,English,No,DATA_EXPIRED
1,segr,114,9,1322,P,21,2,1.0,3,1.0,548.0,1939,40,Male,Other,United States,English,No,DATA_EXPIRED
1,segr,114,10,1323,R,220,2,1.0,3,1.0,173.0,1372,28,Female,White,United States,English,Yes,Part-Time
1,segr,114,11,1324,P,21,1,0.5,2,0.6666666666666666,205.0,2682,74,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,114,12,1325,R,205,2,1.0,3,1.0,161.0,2232,45,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,segr,114,13,1326,P,22,2,1.0,3,1.0,217.0,2289,31,Female,White,United States,English,No,DATA_EXPIRED
1,segr,114,14,1327,R,195,0,0.0,0,0.0,220.0,230,29,Male,White,United States,English,No,DATA_EXPIRED
1,segr,114,15,1328,P,22,2,1.0,2,0.6666666666666666,303.0,10,43,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,114,16,1329,R,180,2,1.0,3,1.0,236.0,971,54,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,114,17,1330,R,210,0,0.0,1,0.3333333333333333,363.0,3061,29,Female,Black,United States,English,No,Unemployed (and job seeking)
1,segr,114,18,1331,R,200,0,0.0,0,0.0,238.0,3093,36,Male,White,United States,English,No,Full-Time
1,segr,114,19,1332,P,19,2,1.0,3,1.0,119.0,173,33,Male,White,United States,English,No,Full-Time
1,segr,114,20,1333,P,21,2,1.0,3,1.0,141.0,3455,47,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,114,21,1334,P,18,2,1.0,3,1.0,631.0,10,31,Male,Black,Nigeria,English,Yes,DATA_EXPIRED
1,segr,114,22,1335,P,20,2,1.0,3,1.0,154.0,1316,37,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,segr,114,23,1336,P,19,2,1.0,3,1.0,41.0,1147,25,Female,Asian,United States,Nepali,Yes,Full-Time
2,segr,202,0,2025,P,22,0,0.0,0,0.0,139.0,186,21,Female,White,United States,English,Yes,Other
2,segr,202,1,2026,R,205,2,1.0,3,1.0,110.0,113,24,Female,White,United States,English,Yes,Part-Time
2,segr,202,2,2027,P,19,2,1.0,3,1.0,354.0,2952,59,Male,Mixed,DATA_EXPIRED,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,202,3,2028,R,190,2,1.0,3,1.0,278.0,1042,67,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,202,4,2029,R,200,2,1.0,3,1.0,371.0,11,40,Female,Black,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,segr,202,5,2030,P,21,2,1.0,3,1.0,111.0,813,33,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,202,6,2031,P,18,2,1.0,3,1.0,93.0,653,26,Male,White,United States,English,No,Full-Time
2,segr,202,7,2032,P,19,1,0.5,2,0.6666666666666666,683.0,445,64,Female,Black,United States,English,No,Part-Time
2,segr,202,8,2033,P,18,2,1.0,3,1.0,151.0,1132,24,Female,White,United States,English,No,Part-Time
2,segr,202,9,2034,P,18,2,1.0,3,1.0,220.0,411,48,Male,White,United States,English,No,DATA_EXPIRED
2,segr,202,10,2035,R,210,2,1.0,3,1.0,114.0,2953,30,Male,White,United States,English,No,Full-Time
2,segr,202,11,2036,R,195,2,1.0,3,1.0,171.0,1449,32,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,202,12,2037,P,20,2,1.0,3,1.0,91.0,305,26,Female,Asian,United States,English,No,Part-Time
2,segr,202,13,2038,R,180,2,1.0,3,1.0,132.0,1822,28,Male,Mixed,United States,English,No,Full-Time
2,segr,202,14,2039,P,22,2,1.0,3,1.0,215.0,129,33,Female,Black,United States,English,No,Full-Time
2,segr,202,15,2040,R,220,2,1.0,3,1.0,235.0,4302,52,Male,White,Australia,English,No,Full-Time
2,segr,202,16,2041,R,185,2,1.0,3,1.0,93.0,2704,31,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,202,17,2042,P,19,2,1.0,3,1.0,347.0,8,36,Male,White,United States,English,No,DATA_EXPIRED
2,segr,202,18,2043,P,21,2,1.0,3,1.0,180.0,1211,49,Female,White,United States,English,No,Part-Time
2,segr,202,19,2044,R,215,2,1.0,3,1.0,173.0,3201,39,Female,White,United States,English,No,Full-Time
2,segr,202,20,2045,P,20,0,0.0,0,0.0,304.0,4512,25,Male,White,United States,English,Yes,Full-Time
2,segr,202,21,2046,P,21,2,1.0,3,1.0,252.0,4349,38,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,segr,202,22,2047,P,20,2,1.0,3,1.0,128.0,3369,31,Male,White,United States,English,No,Full-Time
2,segr,202,23,2048,P,22,2,1.0,3,1.0,129.0,2934,36,Female,White,United States,English,No,Full-Time
2,segr,208,0,2169,R,200,1,0.5,1,0.3333333333333333,134.0,5072,57,Male,White,Japan,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,208,1,2170,P,22,2,1.0,3,1.0,217.0,6744,54,Male,White,Israel,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,208,2,2171,R,205,2,1.0,3,1.0,409.0,195,49,Female,White,United States,English,No,DATA_EXPIRED
2,segr,208,3,2172,P,19,2,1.0,3,1.0,99.0,13,37,Female,White,United States,English,No,DATA_EXPIRED
2,segr,208,4,2173,P,20,2,1.0,3,1.0,132.0,2066,28,Male,Asian,United States,English,Yes,DATA_EXPIRED
2,segr,208,5,2174,P,21,2,1.0,3,1.0,131.0,1048,23,Female,White,United States,English,Yes,Other
2,segr,208,6,2175,R,195,2,1.0,3,1.0,275.0,78,43,Male,Mixed,United States,English,No,Part-Time
2,segr,208,7,2176,P,22,2,1.0,3,1.0,160.0,3057,44,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,208,8,2177,R,180,2,1.0,2,0.6666666666666666,377.0,63,32,Male,White,United States,English,No,DATA_EXPIRED
2,segr,208,9,2178,P,18,2,1.0,3,1.0,245.0,205,46,Male,White,United States,English,No,Full-Time
2,segr,208,10,2179,P,19,2,1.0,3,1.0,171.0,787,34,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,segr,208,11,2180,R,215,2,1.0,3,1.0,212.0,771,32,Female,White,United States,English,No,DATA_EXPIRED
2,segr,208,12,2181,R,220,2,1.0,3,1.0,129.0,2745,32,Female,White,United States,English,No,Full-Time
2,segr,208,13,2182,R,210,2,1.0,3,1.0,125.0,981,26,Male,White,United States,English,Yes,Full-Time
2,segr,208,14,2183,P,21,2,1.0,3,1.0,293.0,2931,56,Male,White,United States,English,No,Full-Time
2,segr,208,15,2184,R,190,1,0.5,2,0.6666666666666666,193.0,1917,65,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,segr,208,16,2185,P,20,2,1.0,3,1.0,97.0,31,34,Female,White,United States,English,Yes,Full-Time
2,segr,208,17,2186,P,21,2,1.0,3,1.0,280.0,29,37,Female,White,United States,English,No,Due to start a new job within the next month
2,segr,208,18,2187,P,18,2,1.0,3,1.0,251.0,744,51,Female,White,United States,English,DATA_EXPIRED,Part-Time
2,segr,208,19,2188,P,19,2,1.0,3,1.0,225.0,2519,35,Male,White,United States,English,No,Full-Time
2,segr,208,20,2189,P,20,2,1.0,3,1.0,344.0,2217,29,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,208,21,2190,P,22,2,1.0,3,1.0,220.0,95,25,Male,White,United States,English,Yes,DATA_EXPIRED
2,segr,208,22,2191,R,185,1,0.5,2,0.6666666666666666,143.0,1609,33,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,208,23,2192,P,18,2,1.0,3,1.0,167.0,229,29,Male,White,United States,English,No,Full-Time
2,segr,214,0,2313,R,200,2,1.0,3,1.0,99.0,1534,35,Male,White,United States,English,No,Full-Time
2,segr,214,1,2314,R,205,2,1.0,3,1.0,516.0,1069,45,Male,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,214,2,2315,R,220,2,1.0,2,0.6666666666666666,109.0,1759,35,Male,White,Brazil,Portuguese,No,Full-Time
2,segr,214,3,2316,P,20,0,0.0,0,0.0,425.0,4635,41,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,segr,214,4,2317,R,190,2,1.0,3,1.0,133.0,3735,44,Female,White,United States,English,No,Full-Time
2,segr,214,5,2318,P,18,2,1.0,3,1.0,236.0,1903,25,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,segr,214,6,2319,P,21,0,0.0,0,0.0,133.0,224,29,Male,White,United States,English,Yes,Full-Time
2,segr,214,7,2320,P,21,0,0.0,0,0.0,138.0,1197,22,Female,White,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
2,segr,214,8,2321,P,22,2,1.0,3,1.0,131.0,2962,34,Female,White,United States,English,No,Full-Time
2,segr,214,9,2322,P,20,2,1.0,3,1.0,196.0,1754,41,Female,Other,United States,English,No,Other
2,segr,214,10,2323,P,22,2,1.0,3,1.0,313.0,541,26,Male,White,United States,English,No,Full-Time
2,segr,214,11,2324,R,215,1,0.5,2,0.6666666666666666,202.0,2351,49,Male,White,United States,English,No,Full-Time
2,segr,214,12,2325,P,22,0,0.0,0,0.0,106.0,18,27,Male,Other,United States,English,No,Full-Time
2,segr,214,13,2326,R,185,2,1.0,3,1.0,140.0,568,52,Female,White,United States,English,No,Part-Time
2,segr,214,14,2327,P,18,2,1.0,3,1.0,148.0,408,23,Female,White,United States,English,No,Full-Time
2,segr,214,15,2328,P,19,0,0.0,0,0.0,233.0,1066,26,Male,White,United States,English,No,Full-Time
2,segr,214,16,2329,R,210,2,1.0,3,1.0,144.0,552,34,Male,White,United States,English,No,Full-Time
2,segr,214,17,2330,P,19,2,1.0,3,1.0,260.0,1052,49,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,segr,214,18,2331,P,20,2,1.0,3,1.0,146.0,762,22,Female,Asian,China,English,Yes,DATA_EXPIRED
2,segr,214,19,2332,P,18,0,0.0,0,0.0,90.0,1726,43,Male,White,United States,English,No,Full-Time
2,segr,214,20,2333,P,21,2,1.0,3,1.0,226.0,287,20,Female,White,United States,English,Yes,Part-Time
2,segr,214,21,2334,R,180,2,1.0,3,1.0,111.0,1873,26,Female,White,United States,English,No,Full-Time
2,segr,214,22,2335,P,19,2,1.0,3,1.0,251.0,3188,29,Male,Asian,United States,English,Yes,Full-Time
2,segr,214,23,2336,R,195,2,1.0,3,1.0,174.0,4697,30,Male,White,United States,English,Yes,DATA_EXPIRED
3,segr,302,0,3025,P,20,1,0.5,2,0.6666666666666666,101.0,1115,22,Female,White,United States,English,No,Unemployed (and job seeking)
3,segr,302,1,3026,P,22,2,1.0,3,1.0,121.0,3280,23,Female,White,United States,English,No,Part-Time
3,segr,302,2,3027,P,22,2,1.0,3,1.0,170.0,132,24,Female,Other,United States,English,Yes,Full-Time
3,segr,302,3,3028,R,185,2,1.0,3,1.0,163.0,2546,24,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,302,4,3029,R,195,2,1.0,3,1.0,233.0,3069,38,Male,White,United States,English,DATA_EXPIRED,Full-Time
3,segr,302,5,3030,R,215,2,1.0,3,1.0,194.0,17,41,Female,White,United States,English,No,DATA_EXPIRED
3,segr,302,6,3031,P,18,2,1.0,3,1.0,405.0,87,44,Male,White,United States,English,No,DATA_EXPIRED
3,segr,302,7,3032,P,21,2,1.0,3,1.0,336.0,612,50,Female,Asian,Korea,English,No,DATA_EXPIRED
3,segr,302,8,3033,R,190,1,0.5,2,0.6666666666666666,112.0,2629,54,Male,White,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
3,segr,302,9,3034,R,210,2,1.0,3,1.0,251.0,3071,51,Male,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,302,10,3035,P,20,2,1.0,3,1.0,729.0,8099,43,Male,White,United States,English,No,Unemployed (and job seeking)
3,segr,302,11,3036,R,200,1,0.5,2,0.6666666666666666,241.0,2374,51,Female,White,Germany,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,302,12,3037,R,220,2,1.0,2,0.6666666666666666,123.0,213,39,Female,Mixed,United States,English,No,Full-Time
3,segr,302,13,3038,R,205,2,1.0,3,1.0,225.0,499,33,Female,White,United States,English,No,Full-Time
3,segr,302,14,3039,P,18,1,0.5,1,0.3333333333333333,131.0,0,26,Male,Mixed,United States,English,No,Full-Time
3,segr,302,15,3040,P,22,2,1.0,3,1.0,278.0,680,43,Female,Asian,United States,English,No,DATA_EXPIRED
3,segr,302,16,3041,P,19,2,1.0,3,1.0,264.0,10,38,Male,Mixed,United States,English,No,Full-Time
3,segr,302,17,3042,P,21,2,1.0,3,1.0,131.0,2495,22,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,302,18,3043,P,20,2,1.0,3,1.0,125.0,2517,45,Male,White,United States,English,No,Full-Time
3,segr,302,19,3044,P,19,2,1.0,3,1.0,125.0,3784,34,Female,White,United States,English,No,Full-Time
3,segr,302,20,3045,P,19,0,0.0,0,0.0,213.0,292,32,Male,White,United States,English,No,Full-Time
3,segr,302,21,3046,P,21,2,1.0,3,1.0,227.0,286,39,Female,White,United States,English,No,Unemployed (and job seeking)
3,segr,302,22,3047,R,180,2,1.0,3,1.0,206.0,61,40,Female,White,United States,English,No,Part-Time
3,segr,302,23,3048,P,18,2,1.0,3,1.0,156.0,3059,36,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,segr,308,0,3169,P,19,0,0.0,0,0.0,224.0,1509,40,Male,Black,United States,English,No,Full-Time
3,segr,308,1,3170,P,18,2,1.0,3,1.0,373.0,2290,38,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,308,2,3171,R,180,2,1.0,3,1.0,229.0,5564,39,Male,White,United States,English,No,Full-Time
3,segr,308,3,3172,R,210,0,0.0,0,0.0,363.0,992,49,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,308,4,3173,P,21,1,0.5,2,0.6666666666666666,309.0,78,105,Male,Black,Ghana,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,308,5,3174,P,20,2,1.0,3,1.0,220.0,425,37,Male,Mixed,United States,English,DATA_EXPIRED,Full-Time
3,segr,308,6,3175,R,205,2,1.0,3,1.0,254.0,132,31,Male,White,United States,English,No,Full-Time
3,segr,308,7,3176,P,20,2,1.0,3,1.0,147.0,4324,41,Male,White,United States,English,No,Full-Time
3,segr,308,8,3177,P,19,2,1.0,3,1.0,196.0,6055,30,Male,White,United States,English,DATA_EXPIRED,Full-Time
3,segr,308,9,3178,P,18,2,1.0,3,1.0,233.0,4103,43,Male,White,United States,English,No,Full-Time
3,segr,308,10,3179,P,21,2,1.0,3,1.0,186.0,31,38,Female,White,United States,English,No,DATA_EXPIRED
3,segr,308,11,3180,P,21,2,1.0,3,1.0,200.0,3,32,Male,White,United States,English,No,DATA_EXPIRED
3,segr,308,12,3181,R,220,2,1.0,3,1.0,789.0,18,32,Male,Black,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,308,13,3182,R,195,0,0.0,0,0.0,570.0,2851,32,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,308,14,3183,P,22,2,1.0,3,1.0,233.0,1451,28,Male,Asian,United States,Telugu,Yes,DATA_EXPIRED
3,segr,308,15,3184,R,190,2,1.0,3,1.0,188.0,3442,32,Male,Asian,United States,English,No,Full-Time
3,segr,308,16,3185,R,185,2,1.0,3,1.0,119.0,121,28,Female,Other,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,segr,308,17,3186,P,20,2,1.0,3,1.0,248.0,4995,36,Female,White,United States,English,No,Unemployed (and job seeking)
3,segr,308,18,3187,P,22,2,1.0,3,1.0,1432.0,3373,23,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,308,19,3188,P,19,2,1.0,3,1.0,166.0,74,20,Male,White,United States,English,No,Full-Time
3,segr,308,20,3189,P,22,2,1.0,3,1.0,140.0,4290,30,Female,White,United States,English,No,Full-Time
3,segr,308,21,3190,R,200,0,0.0,0,0.0,111.0,1721,28,Prefer not to say,White,United States,English,DATA_EXPIRED,Full-Time
3,segr,308,22,3191,P,18,1,0.5,1,0.3333333333333333,158.0,72,26,Female,White,United States,English,Yes,Full-Time
3,segr,308,23,3192,R,215,0,0.0,0,0.0,546.0,1431,24,Female,White,United States,Spanish,Yes,Full-Time
3,segr,314,0,3313,P,19,2,1.0,3,1.0,179.0,6132,40,Male,White,United States,English,No,DATA_EXPIRED
3,segr,314,1,3314,P,21,2,1.0,3,1.0,133.0,76,21,Female,Asian,India,English,Yes,Part-Time
3,segr,314,2,3315,P,22,1,0.5,1,0.3333333333333333,727.0,1761,59,Female,Black,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,segr,314,3,3316,P,20,2,1.0,3,1.0,746.0,53,50,Male,White,United States,DATA_EXPIRED,No,DATA_EXPIRED
3,segr,314,4,3317,P,20,2,1.0,3,1.0,150.0,4272,67,Female,White,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
3,segr,314,5,3318,R,215,2,1.0,3,1.0,237.0,4562,33,Female,White,United States,English,No,Full-Time
3,segr,314,6,3319,R,210,2,1.0,3,1.0,182.0,229,33,Male,Asian,United States,English,No,DATA_EXPIRED
3,segr,314,7,3320,P,18,2,1.0,3,1.0,308.0,20,33,Male,White,United States,English,No,DATA_EXPIRED
