sid,age,gender, race,education,religion,politics,income,percentile,tax,award_satisfied,award_dist_fair,result_satisfied,result_dist_fair,rationale,group_feel,network_type,group,status,batch
1281,53.0,F,W,AS,PR,-1.0,3.0,45.0,8.0,0.0,1.0,0.0,1.0,I wanted my voice heard and my input counted.,I feel neutral regarding the other group members.,homo,12,R,1
1282,33.0,F,W,HS,PR,0.0,4.0,65.0,15.0,1.0,0.0,1.0,1.0,I hoped many people would vote for high tax amounts so that the final numbers would be large and then evenly distributed.,"I do not feel strongly about it either way, truthfully.",homo,12,R,1
1283,34.0,M,W,HS,CA,2.0,2.0,95.0,5.0,2.0,0.0,-1.0,0.0,I wanted to keep as much as I could as I had one of the higher scores of the 8 I could see in the game and worried I would have less with higher taxes. This is of course exactly what transpired.,I can see why they would want to raise taxes to the highest possible level if they are at the bottom of initial scores but that goes the same for me wanting them as low as possible. Overall I am not surprised that we ended up with things as we did because of the voting decisions of everyone else.,homo,12,R,1
1284,28.0,F,B,BA,NR,0.0,5.0,60.0,0.0,1.0,1.0,0.0,-1.0,I just tried to pick something I knew wouldn’t be an extreme,Pretty good,homo,12,P,1
1285,41.0,F,W,AS,PR,-2.0,3.0,30.0,5.0,1.0,2.0,2.0,2.0,I felt confident,It was very interesting to see how others decide,homo,12,P,1
1286,33.0,M,W,MA,NR,-2.0,4.0,30.0,25.0,-2.0,-2.0,-2.0,-2.0,"I wanted high taxes because I barely had anything, so I wanted the wealth redistributed.",The group sucked and went too low.,homo,12,P,1
1287,23.0,,,,,,,20.0,10.0,1.0,-1.0,1.0,0.0,I increased my rate after seeing that the others increased their rates too.,I felt okay about it.,homo,12,R,1
1288,46.0,F,W,MA,NR,-2.0,6.0,5.0,30.0,-2.0,0.0,-1.0,-2.0,I thought the money should be distributed equally.,I was confused about why people didn't vote to distribute more of the pie given the very uneven distributions I saw.,homo,12,P,1
1289,27.0,M,W,HS,NR,0.0,2.0,86.0,7.0,-1.0,1.0,0.0,0.0,"I was attempting to vote high to try to help even out the tax rate, to give everyone a chance to get the same amount allocated to them after the tax percentage.","Seems as though most vote low, but I don't blame them. I attempted to make it equal, perhaps I should voted based on where I started instead. For the record, I would have voted the same had my initial score been very high.",repr,13,P,1
1290,51.0,M,W,BA,NR,0.0,4.0,50.0,20.0,-1.0,0.0,-1.0,0.0,"I had such a low score, I wanted the highest possible tax rate to maximize my payout.","I'm surprised that our overall result was so low. Of course, I couldn't see everyone's values, but from the sample I saw most of the people would have been better off with a much higher tax rate than we ended up with.",repr,13,P,1
1291,37.0,F,W,AS,NR,-2.0,2.0,80.0,10.0,2.0,-1.0,2.0,0.0,I felt encouraged by my score to try to reduce the tax rate to maintain more of my points,I think others with a high score did the same while others with a low score would want a high tax rate to benefit from the tax benefit,repr,13,R,1
1292,,,,,,,,,,,,,,,,repr,13,P,1
1293,,,,,,,,,,,,,,,,repr,13,P,1
1294,27.0,F,W,BA,NR,-1.0,4.0,6.0,25.0,-1.0,-1.0,-1.0,1.0,I felt that 25% was fair,Good,repr,13,P,1
1295,21.0,F,W,AS,NR,-2.0,1.0,80.0,6.0,2.0,-1.0,2.0,-1.0,I was trying to keep as much of my bonus as possible while still contributing a little to the rest of the group.,"I felt that everyone for the most part was trying to maximize their score, which is entirely understandable and meant that in the end the scores got closer to each other but certainly didn't equalize",repr,13,R,1
1296,,,,,,,,,,,,,,,,repr,13,R,1
1297,35.0,F,B,BA,NR,-2.0,2.0,70.0,20.0,-2.0,-1.0,-2.0,-2.0,I assumed the people with larger amounts would choose lower percentages so I picked a number that I felt would allow me to gain the most.,I think it made sense that most people wanted to make the most money so I'm not angry about their choices.,repr,13,P,1
1298,,,,,,,,,,,,,,,,repr,13,P,1
1299,32.0,F,W,AS,NR,0.0,1.0,55.0,2.0,1.0,1.0,0.0,0.0,,,repr,13,P,1
1300,29.0,M,O,HS,O,-1.0,3.0,80.0,15.0,0.0,0.0,0.0,1.0,Trying to ease tax rates a bit higher,I think all of the group made sound decisions,repr,13,P,1
1301,39.0,M,W,BA,PR,1.0,5.0,35.0,25.0,2.0,-2.0,1.0,-2.0,Self interest,"The folks with lower initial scores will vote for a higher tax bracket to increase their pool of money, while those like me who had a higher pot of money will vote for lower (in my case, 0%) tax to preserve more capital.",repr,13,R,1
1302,,,,,,,,,,,,,,,,repr,13,P,1
1303,35.0,F,W,AS,NR,-2.0,3.0,30.0,18.0,0.0,1.0,0.0,1.0,I tried to be conservative with my voting.,I felt fine about their choices.,repr,13,P,1
1304,47.0,F,W,MA,PR,1.0,5.0,30.0,10.0,2.0,-2.0,1.0,-1.0,My goal was to maximize my earnings regardless of how it affected others. I need the money to pay off my credit card debt!,I feel fine about it. Everyone made a decision that was right for them so I will go along with it even though my bonus was reduced as a result.,repr,13,R,1
1305,54.0,M,A,BA,NR,-1.0,3.0,50.0,18.0,2.0,-2.0,2.0,-2.0,In the first round I voted for 100%. If everyone voted 100% then it would mean everyone in the group received an equal payout. However it was clear this was not going to happen. In later rounds I voted for 0% as my initial score was very high. I wanted to keep as many points for myself as possible.,I think it was a typical outcome.,repr,13,R,1
1306,61.0,F,W,BA,PR,-2.0,3.0,40.0,10.0,2.0,2.0,1.0,1.0,I initially voted a higher rate but lowered it when I saw the scores of others.,I think they were pretty fair.,repr,13,R,1
1307,30.0,F,W,BA,PR,1.0,5.0,35.0,0.0,2.0,-1.0,1.0,-1.0,I wanted to walk away with as high of a score as possible.,I feel that everyone was looking out for their own best interests.,repr,13,R,1
1308,78.0,M,W,AS,CA,2.0,3.0,45.0,15.0,1.0,,0.0,0.0,nothing really stands out.,They are probably not as conservative as myself,repr,13,P,1
1309,26.0,F,W,BA,CA,2.0,3.0,75.0,2.0,-1.0,0.0,-1.0,-1.0,I just did what I thought was right,Fine,repr,13,P,1
1310,31.0,F,W,BA,NR,-2.0,3.0,50.0,5.0,2.0,2.0,2.0,2.0,I wanted to ensure we still got a decent number of points.,Good!,repr,13,R,1
1311,,,,,,,,,,,,,,,,repr,13,P,1
1312,35.0,M,W,BA,NR,-1.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,Random,I believe they were random as well,repr,13,P,1
1313,,,,,,,,,,,,,,,,segr,14,P,1
1314,,,,,,,,,,,,,,,,segr,14,R,1
1315,,,,,,,,,,,,,,,,segr,14,R,1
1316,36.0,M,W,BA,NR,-2.0,5.0,40.0,30.0,1.0,-2.0,0.0,0.0,I wanted to minimize the tax.,No feelings whatsoever,segr,14,P,1
1317,29.0,F,W,MA,PR,1.0,6.0,20.0,20.0,1.0,2.0,1.0,1.0,"Honestly, I didn't have a really great reason for my decision. Numbers aren't my strength and if I remember correctly I went with a number that ""felt right.""",I felt that their voting decisions resulted in fair results.,segr,14,P,1
1318,56.0,M,A,BA,MU,2.0,4.0,50.0,25.0,0.0,0.0,0.0,0.0,,,segr,14,P,1
1319,43.0,M,B,BA,CA,-2.0,4.0,50.0,50.0,0.0,1.0,1.0,1.0,to be fair,great,segr,14,P,1
1320,21.0,M,A,BA,MU,0.0,5.0,20.0,6.0,-1.0,2.0,1.0,2.0,Wanted to have a low tax rate to maximize gains for everyone,"I feel indifferent - you cannot control other people and their decisions, they also shouldn't anger you.",segr,14,P,1
1321,,,,,,,,,,,,,,,,segr,14,R,1
1322,40.0,M,B,AS,O,-1.0,3.0,30.0,20.0,1.0,1.0,1.0,1.0,I voted for the middle number.,They made good voting decisions.,segr,14,P,1
1323,28.0,F,W,AS,NR,-2.0,1.0,90.0,0.0,2.0,-1.0,2.0,-1.0,I was thinking about what others might put. Then it seemed to be on the lower end so I just tried to keep it low but it seems it might have went up at the end some.,I feel curious about what others thoughts were when choosing the tax percentage.,segr,14,R,1
1324,74.0,M,W,MA,PR,-1.0,4.0,50.0,15.0,0.0,0.0,0.0,0.0,It was somewhat arbitrary. It seemed like a good number at the time,"I was a little surprised that the gorup score was higher than mine. Since my initial score was slightly lower, it worked out slightly to my advantage",segr,14,P,1
1325,45.0,F,W,AS,CA,1.0,3.0,60.0,2.0,0.0,1.0,1.0,0.0,to be fair,no opinion,segr,14,R,1
1326,31.0,F,W,HS,PR,-2.0,1.0,90.0,5.0,-1.0,1.0,0.0,1.0,I thought the tax percentage being lower would be better,I feel like maybe most of us didn't understand how the tax % affected us and others.,segr,14,P,1
1327,,,,,,,,,,,,,,,,segr,14,R,1
1328,,,,,,,,,,,,,,,,segr,14,P,1
1329,53.0,M,W,MA,PR,-2.0,5.0,28.0,5.0,2.0,2.0,2.0,2.0,my decisions were influenced by the votes made by the other participants.,"overall, I found their voting decisions pleasing",segr,14,R,1
1330,29.0,F,B,HS,O,0.0,4.0,70.0,0.0,2.0,-1.0,0.0,-1.0,I tried to guess and make the best  decision for me,I'm ok with it now,segr,14,R,1
1331,,,,,,,,,,,,,,,,segr,14,R,1
1332,33.0,M,W,BA,PR,1.0,4.0,30.0,0.0,2.0,0.0,-1.0,0.0,Raising my own personal score,I would assume their primary motivation was raising their own scores also,segr,14,P,1
1333,47.0,M,W,BA,NR,-1.0,6.0,25.0,15.0,-1.0,-1.0,0.0,0.0,"I didn't have much to lose, so I went for the higher tax rate.",Indifferent,segr,14,P,1
1334,31.0,M,B,MA,O,1.0,2.0,80.0,2.0,0.0,0.0,0.0,0.0,i voted according to my mindset.,very neutral,segr,14,P,1
1335,37.0,F,W,AS,O,-2.0,2.0,80.0,30.0,-1.0,-2.0,-1.0,-1.0,Trying to create a more equal start.,"They were lower than I expected, which is a bit surprising.",segr,14,P,1
1336,24.0,F,A,BA,BU,-2.0,5.0,30.0,25.0,-2.0,0.0,-1.0,1.0,"Since I started off with a low score, I wanted a higher tax rate",It was fair,segr,14,P,1
1337,37.0,F,W,AS,NR,-2.0,3.0,80.0,20.0,2.0,-1.0,2.0,-1.0,Trying to be the most balanced between voting so that it was fair and to meet the decisions of the other voters. I wanted to try and keep it equal without hurting anyone.,Neutral.,poor,15,R,1
1338,33.0,F,H,HS,CA,0.0,1.0,75.0,3.0,0.0,2.0,1.0,1.0,"I think the lower the tax, the better",Some know exactly how taxes work,poor,15,P,1
1339,40.0,F,W,BA,CA,1.0,5.0,35.0,20.0,0.0,0.0,0.0,0.0,"I tried to stick to the middle of the road, figuring others would do that too.",I felt it was pretty neutral and fair.,poor,15,R,1
1340,26.0,M,A,BA,NR,-1.0,1.0,75.0,10.0,0.0,1.0,1.0,0.0,I think I just incremented the rate.,I was content about the other group members and respected their decisions.,poor,15,P,1
1341,37.0,M,W,AS,PR,,1.0,99.0,5.0,2.0,-1.0,0.0,0.0,I went with what everybody seemed to want.,I'm okay with it.,poor,15,R,1
1342,29.0,M,A,BA,NR,-2.0,3.0,40.0,30.0,-2.0,-1.0,-1.0,0.0,Wanted the people with the highest point to share their points,I think they were wrong to be at 33%,poor,15,P,1
1343,40.0,F,W,BA,NR,-2.0,,35.0,,-2.0,-1.0,-1.0,-1.0,,,poor,15,P,1
1344,42.0,F,W,BA,O,2.0,6.0,30.0,7.0,0.0,0.0,0.0,1.0,I was thinking about what would be the best outcome.,Most of them stay around in the same range as I did.,poor,15,P,1
1345,41.0,M,W,BA,NR,-2.0,5.0,40.0,90.0,-2.0,-2.0,-2.0,-2.0,I was voting for fairness for everyone,Not great. Seems like they were either voting in their own self interest or that others should keep what they haven't earned? Maybe they think that's fair? Who knows.,poor,15,P,1
1346,42.0,M,W,MA,CA,1.0,2.0,80.0,10.0,-1.0,-1.0,-1.0,-1.0,Some redistribution seemed in order to equalize what had been the results of pure chance.,While I don't have the actual distribution it seems that everyone was about of the same mind.,poor,15,P,1
1347,37.0,M,W,BA,NR,-1.0,4.0,35.0,25.0,-1.0,-2.0,-1.0,-2.0,Generally I wanted to punish the highest earners more than a modest gain for myself.,I think group members should have voted for a higher rate so I'm a bit dissatisfied.,poor,15,P,1
1348,29.0,F,W,BA,NR,-1.0,3.0,70.0,0.0,-2.0,2.0,-2.0,1.0,I wanted to tax higher for a larger pay out,I don’t really understand the votes by the others,poor,15,P,1
1349,20.0,M,W,HS,O,0.0,3.0,65.0,15.0,0.0,-1.0,0.0,1.0,I was trying to help equalize the tax rate for everyone.,I feel like except for a few of the players everyone tried to reach the same low tax rate.,poor,15,P,1
1350,27.0,F,B,AS,O,-1.0,2.0,60.0,15.0,-1.0,0.0,0.0,0.0,develop tax rate,they did fine,poor,15,R,1
1351,28.0,M,A,MA,NR,-1.0,5.0,25.0,30.0,-1.0,-1.0,0.0,-1.0,"Felt that the distribution for 2 people was way higher than others, and felt that it should be redistributed more fairly",Somewhat satisfied but hoped for higher tax rates as most of us would benefit,poor,15,P,1
1352,51.0,M,W,BA,PR,-1.0,4.0,20.0,33.0,2.0,1.0,1.0,2.0,Fairness to the top scorers without taking too much from them,They were motivated by the low scores of a majority of them.,poor,15,R,1
1353,,,,,,,,,,,,,,,,poor,15,R,1
1354,51.0,M,W,HS,NR,-2.0,3.0,50.0,25.0,-1.0,-2.0,-1.0,-2.0,I picked a higher rate to drive up the average,I have no feelings about them,poor,15,P,1
1355,33.0,M,W,AS,PR,0.0,4.0,35.0,20.0,0.0,-1.0,0.0,-1.0,It seemed reasonable across the board.,I think everyone tried to think of the whole group.,poor,15,P,1
1356,34.0,M,W,BA,NR,-1.0,2.0,75.0,10.0,1.0,-1.0,1.0,-2.0,I was trying to maximize my amount by possibly a lower tax,I feel that the majority probably wanted a share of the wealth,poor,15,R,1
1357,27.0,F,W,BA,NR,0.0,5.0,12.0,22.0,1.0,2.0,2.0,2.0,seemed fair,pretty fair,poor,15,P,1
1358,31.0,M,W,BA,NR,-1.0,4.0,15.0,10.0,2.0,-1.0,1.0,1.0,"I selected lower percentages to lose less, as I had more to lose than other participants.",I think they voted a little higher than I would have liked in order to even it out and benefit themselves more. I would have done the same thing.,poor,15,R,1
1359,,,,,,,,,,,,,,,,poor,15,P,1
1360,46.0,M,W,BA,PR,0.0,6.0,40.0,22.0,2.0,1.0,1.0,-1.0,I wanted to be fair to other players.,I was content with the voting.,poor,15,R,1
1361,39.0,M,W,MA,PR,1.0,3.0,10.0,3.0,1.0,1.0,2.0,1.0,win,no,rich,16,R,1
1362,44.0,M,W,BA,NR,-1.0,5.0,20.0,25.0,-1.0,-1.0,-1.0,-1.0,I felt I was a bit lower than others so I voted for a somewhat higher rate than I normally see as fair.,I feel they had a similar strategy and it seemed reasonable for them to do that.,rich,16,P,1
1363,,,,,,,,,,,,,,,,rich,16,R,1
1364,30.0,M,W,BA,O,-1.0,5.0,40.0,20.0,0.0,-2.0,-1.0,-1.0,How you feel about income tax and taxing the rich,I dont blame them,rich,16,P,1
1365,34.0,F,B,MA,PR,-2.0,4.0,85.0,12.0,1.0,1.0,-1.0,-1.0,I wanted to be taxed less and hoped the group would want the same.,I disliked the fact that they chose to have the tax be so much each round.,rich,16,R,1
1366,28.0,M,W,MA,NR,0.0,2.0,72.0,15.0,-1.0,0.0,-1.0,0.0,I aimed to try to even the points without a major detriment to others,They did not match my goals but they were understandable,rich,16,P,1
1367,40.0,M,W,BA,NR,-1.0,5.0,25.0,26.0,1.0,0.0,0.0,1.0,To maximize my money,They voted too high,rich,16,R,1
1368,36.0,F,W,AS,NR,-2.0,3.0,50.0,20.0,-2.0,-2.0,-2.0,-1.0,I wanted a more even split amongst everyone.,The tax rate ended up higher than I expected.,rich,16,P,1
1369,45.0,F,W,BA,NR,-2.0,4.0,50.0,25.0,-2.0,-2.0,-2.0,-2.0,"I was trying to make it more equal without being completely unreasonable.

Also, because there's nowhere else to write this, I want to state that the question about what the income tax rate should be is inadequate, as it should be different for different brackets--lower for lower income brackets and higher for higher income brackets.","They didn't care as much about equality; those with higher scores likely wanted to keep theirs rather than thinking about how that impacted people with lower scores. (A generalization, of course, there may have been exceptions to this.)",rich,16,P,1
1370,,,,,,,,,,,,,,,,rich,16,P,1
1371,,,,,,,,,,,,,,,,rich,16,P,1
1372,27.0,F,W,AS,NR,-2.0,3.0,50.0,3.0,-1.0,-1.0,-1.0,1.0,I just went with my gut and picked whatever felt right.,I don't have any thoughts or opinions about their decisions.,rich,16,P,1
1373,35.0,M,W,HS,NR,0.0,3.0,70.0,10.0,-2.0,-2.0,-1.0,-1.0,I wanted to try to make it to where it was as fair as possible.,I didn't really like it because I still majorly less than the rest of the group.,rich,16,P,1
1374,48.0,F,P,BA,,-1.0,4.0,60.0,13.0,0.0,-1.0,-1.0,-1.0,,,rich,16,P,1
1375,33.0,F,W,BA,PR,2.0,5.0,20.0,15.0,1.0,-1.0,1.0,-1.0,I wanted to pay little in taxes so that I could keep my points.,I think they chose too high of a tax rate.,rich,16,R,1
1376,46.0,M,W,BA,O,1.0,6.0,15.0,15.0,-2.0,2.0,1.0,2.0,I wanted a fair low tax for all,I’m fine with how they wanted to tax,rich,16,P,1
1377,29.0,M,W,MA,NR,1.0,5.0,10.0,15.0,1.0,0.0,2.0,2.0,I wanted to keep my money,I dislike those who voted for taxes,rich,16,R,1
1378,,,,,,,,,,,,,,,,rich,16,R,1
1379,48.0,F,W,AS,NR,-2.0,5.0,30.0,15.0,0.0,0.0,1.0,0.0,I don't believe taxes should be higher that 25%.  This seemed fair given the distribution.  A flat tax would definitely fairest,Seemed pretty consistent,rich,16,P,1
1380,42.0,O,W,HS,O,-1.0,2.0,60.0,10.0,-2.0,-2.0,-2.0,-2.0,My initial score was among the three lowest by a massive margin. I voted the way I did in order to attempt to even things out.,I honestly have trouble believing that the mid point was that low.,rich,16,P,1
1381,,,,,,,,,,,,,,,,rich,16,P,1
1382,,,,,,,,,,,,,,,,rich,16,P,1
1383,61.0,F,H,MA,JE,-1.0,4.0,40.0,35.0,1.0,1.0,1.0,1.0,I lean toward what others voted for,I feel well,rich,16,R,1
1384,38.0,F,W,BA,NR,-1.0,3.0,70.0,25.0,0.0,1.0,1.0,1.0,Tried to do what seemed fair,They seemed similar,rich,16,R,1
1385,50.0,F,W,AS,NR,1.0,4.0,60.0,8.0,1.0,1.0,0.0,1.0,I was thinking lower taxes,They were random and quiet a gap in between,hete,17,P,1
1386,37.0,M,W,BA,PR,0.0,2.0,80.0,0.0,-2.0,-2.0,-2.0,-2.0,In the game I was trying to maximize my potential outcomes so it was advantageous for me to have a 100% tax rate. No other strategy than just offering a tax rate that offers me the best possible outcome.,"I feel that the voting decisions that were made are in line with either protecting their preexisting wealth or, in the case of having less, attempting to get closer to the wealth of those that are already of higher wealth. That said, I really only feel neutral about their decision becasue it was clearly influenced by their economic standing in the simulation.",hete,17,P,1
1387,30.0,F,W,BA,NR,1.0,6.0,25.0,29.0,1.0,1.0,-1.0,1.0,Probability I guess,Content with what they voted,hete,17,R,1
1388,23.0,F,O,HS,PR,0.0,3.0,92.0,5.0,-2.0,0.0,-2.0,0.0,My voting decisions were based on estimations of the closest value of the percentage chosen last time.,I feel like their voting decisions were similar to my thought process.,hete,17,P,1
1389,30.0,M,B,AS,NR,-1.0,2.0,80.0,20.0,2.0,-1.0,1.0,-1.0,The maintain my high score.,Everyone was voting for their best interests.,hete,17,R,1
1390,33.0,F,W,BA,NR,-2.0,3.0,50.0,20.0,0.0,0.0,0.0,0.0,"To be honest, I was just sort of guessing. I figured I would just stay consistent because I don't believe the other people were real, so I figured I would stay the same instead of trying to fight an algorithm.","I don't believe they were real, so I don't really have an opinion on them.",hete,17,P,1
1391,20.0,M,W,HS,NR,-2.0,4.0,35.0,10.0,0.0,1.0,-1.0,1.0,felt fair,better,hete,17,P,1
1392,40.0,M,W,HS,NR,-1.0,3.0,55.0,50.0,-2.0,0.0,-2.0,0.0,i have no idea,i don't care at all,hete,17,P,1
1393,,,,,,,,,,,,,,,,hete,17,R,1
1394,34.0,M,W,BA,NR,-2.0,6.0,16.0,18.0,-2.0,0.0,-1.0,0.0,I voted 100 each time because I would have benefited the most from that result.,"They did was is best for them, no hard feeljngs",hete,17,P,1
1395,26.0,O,W,AS,NR,-2.0,2.0,50.0,,-1.0,-2.0,0.0,-2.0,Maximize median tax rate (I did not expect mine to be implemented),"I wonder if anyone implemented a 0->0->0->100 strategy (minimize apparent median tax rate to encourage others to increase it only to surprise increase it further) or vise versa. 
I feel approximately nothing about them. I am dissapointed that there was no oppprtunity to ""collude"" against you to maximize net gains among all of us.",hete,17,P,1
1396,31.0,M,W,HS,PR,1.0,2.0,60.0,15.0,2.0,-1.0,1.0,0.0,I tried to vote to make it fair for everyone but some had very low scores,I feel everyone worked together to bring up the voting scores to fair level,hete,17,R,1
1397,33.0,F,W,BA,NR,-2.0,4.0,45.0,15.0,-2.0,-2.0,-1.0,-2.0,I wanted to distribute more evenly.,They all agreed on a high tax which is nice for those of us with lower scores.,hete,17,P,1
1398,,,,,,,,,,,,,,,,hete,17,R,1
1399,31.0,M,W,BA,PR,-1.0,3.0,70.0,25.0,-2.0,-2.0,-2.0,-2.0,"Since I had a significantly lower score than most others, I wanted to have a higher tax percent.","I'm not upset by it. If I made a lot, I wouldn't want most of it to get taxed.",hete,17,P,1
1400,38.0,F,W,BA,CA,-1.0,5.0,35.0,15.0,-1.0,1.0,0.0,1.0,Keep things fair,Votes too high,hete,17,P,1
1401,41.0,O,N,MA,NR,-2.0,4.0,51.0,99.0,-2.0,-2.0,-2.0,-2.0,I'm a socialist,I don't know,hete,17,P,1
1402,29.0,M,W,AS,NR,0.0,3.0,60.0,5.0,0.0,-1.0,0.0,-1.0,I picked a lower percentage that I thought would be in line with what others would pick,"They were voting pretty high, maybe trying to skew the results for fun.",hete,17,P,1
1403,49.0,F,W,AS,PR,1.0,5.0,30.0,10.0,0.0,0.0,1.0,-1.0,I went along with crowd.,I was surprised they voted as low as they did.,hete,17,R,1
1404,55.0,F,W,AS,CA,1.0,2.0,75.0,5.0,1.0,1.0,1.0,0.0,chose something close to my state's sales tax.,fine,hete,17,R,1
1405,,,,,,,,,,,,,,,,hete,17,P,1
1406,21.0,M,W,AS,PR,0.0,2.0,20.0,5.0,0.0,-1.0,0.0,0.0,I took an educated guess,I feel okay about it,hete,17,P,1
1407,,,,,,,,,,,,,,,,hete,17,R,1
1408,,,,,,,,,,,,,,,,hete,17,R,1
1409,20.0,M,H,HS,NR,1.0,1.0,70.0,25.0,1.0,1.0,1.0,1.0,"I've been realizing that there were a few people getting a high amount on their score, so I decided to go half.",I feel like they did a good job.,homo,18,P,1
1410,62.0,M,W,MA,PR,-2.0,5.0,25.0,10.0,1.0,2.0,2.0,2.0,To try as much as possible to reduce the tax rate,the others did a great job to help reduce the tax rate.,homo,18,P,1
1411,25.0,M,O,AS,NR,-1.0,5.0,33.0,1.0,-1.0,-1.0,-1.0,-1.0,To maximize my own earnings without just moving the slider all the way to 100.,"I feel they could have voted much higher, and we all could have split a decent profit (aside from the 2 people who had astronomical initial scores).",homo,18,P,1
1412,25.0,F,H,AS,NR,-2.0,,,,0.0,0.0,1.0,0.0,I just tried to follow the group.,I didn't mind their decisions.,homo,18,P,1
1413,,,,,,,,,,,,,,,,homo,18,R,1
1414,38.0,F,W,MA,JE,-2.0,6.0,15.0,7.0,-1.0,-1.0,0.0,0.0,I wanted to redistribute a small amount to make the gaps a bit less extreme.,"I think they voted for higher rates than me in general, a more aggressive way of redistributing the points. I was ok with that",homo,18,P,1
1415,40.0,M,W,MA,PR,2.0,6.0,15.0,10.0,2.0,2.0,-2.0,-2.0,I wanted a low tax rate and no redistribution of wealth.  It is unfair to tax the rich and give to the poor.,They were misinformed and too liberal.,homo,18,R,1
1416,33.0,M,H,HS,NR,-1.0,6.0,35.0,20.0,-1.0,-2.0,0.0,-2.0,Trying to raise my score,Their voting seemed to follow the same mindset as mine,homo,18,P,1
1417,30.0,M,W,HS,NR,1.0,1.0,85.0,10.0,2.0,1.0,1.0,1.0,"I tried to keep in mind the others with much lower scores, while also being fair to my self.","The initial scores after the first round, I agreed with. Afterwards the rate would increase too much. I feel relatively good about the other members who participated, though some members voted selfishly, in my opinion.",homo,18,R,1
1418,,,,,,,,,,,,,,,,homo,18,R,1
1419,52.0,M,W,MA,PR,-2.0,5.0,40.0,5.0,2.0,2.0,2.0,1.0,to help the other players increase their earnings,I think they all did well and I loved the end results,homo,18,R,1
1420,41.0,M,B,BA,PR,1.0,5.0,18.0,20.0,1.0,-1.0,1.0,1.0,Trying to keep the percentage as low as possible,Some are idiots but so as life.,homo,18,P,1
1421,,,,,,,,,,,,,,,,homo,18,P,1
1422,39.0,M,W,HS,PR,-2.0,1.0,75.0,8.0,0.0,0.0,-1.0,0.0,I just wanted to do my best to get the highest bonus,I feel it was a little random,homo,18,P,1
1423,52.0,F,A,BA,NR,-2.0,6.0,30.0,5.0,2.0,-1.0,1.0,1.0,I wanted to give people with lower amounts more points.,I think it ended up being fair,homo,18,R,1
1424,45.0,M,W,BA,MO,1.0,5.0,15.0,10.0,-2.0,-1.0,-1.0,-1.0,"Since some got a lot more, I taxed high so they could be fair to the group",They should have voted higher.,homo,18,P,1
1425,32.0,M,O,MA,O,-1.0,5.0,22.0,3.0,1.0,1.0,2.0,1.0,I observed how others were voting and considering that while also making my own choices based on personal judgement.,I think the other decisions were fair and the members were responsible.,homo,18,R,1
1426,25.0,F,A,BA,NR,-1.0,4.0,45.0,25.0,-2.0,-1.0,-1.0,-1.0,I wanted to be on the top half of the rate decisions to try to push the median upwards,I think they were too conservative in their choices,homo,18,P,1
1427,42.0,F,B,BA,PR,-2.0,3.0,50.0,10.0,0.0,0.0,1.0,1.0,I just based it around everyone’s score.,I didn’t feel any particular way about it.,homo,18,R,1
1428,,,,,,,,,,,,,,,,homo,18,P,1
1429,21.0,F,W,AS,PR,-2.0,4.0,25.0,30.0,2.0,-1.0,1.0,1.0,I was thinking about how the other people were anonymous and honestly I was just trying to get the highest bonus possible.,I think that they voted fairly and did what was best for them and the group. I feel like my voting reasons were more selfish than others.,homo,18,R,1
1430,41.0,F,W,BA,JE,-2.0,,40.0,35.0,-1.0,-1.0,-1.0,-1.0,Some people have more than twice the amount of money the rest of got and it felt fair to even the odds a bit.,I don't really have a huge opinion but I do believe in taxing the rich their fair share.,homo,18,P,1
1431,37.0,F,W,MA,NR,-2.0,5.0,30.0,15.0,-2.0,-1.0,-1.0,0.0,"Wanted to increase my score, but not lose too much either",They chose higher than I expected so I was a little surprised,homo,18,P,1
1432,35.0,M,W,BA,CA,0.0,4.0,40.0,0.0,0.0,-1.0,-1.0,1.0,I don't believe in tax,"they love to tax people, and self interest",homo,18,P,1
2001,61.0,F,W,HS,PR,2.0,3.0,30.0,21.0,2.0,2.0,2.0,2.0,I based my vote on what the initial rate is now and how the Fed calculates there method for the rate.,I feel that most of the members of the group were in line with each other.,repr,1,P,2
2002,46.0,F,W,BA,NR,0.0,3.0,60.0,10.0,0.0,0.0,1.0,0.0,Just to win the game. In real life a 50% tax rate would leave me homeless.,I don't know. I don't feel like I have enough information.,repr,1,R,2
2003,44.0,M,W,MA,PR,1.0,6.0,35.0,18.0,2.0,0.0,2.0,0.0,Maximize my own score,seemed to align to others self interests.,repr,1,R,2
2004,61.0,F,B,AS,PR,1.0,5.0,60.0,1.0,0.0,-2.0,0.0,0.0,I didn't really fully understand the scores. I read it but math is not my best subject.,"I feel that they did the best they could, including myself. To me it was basically a guessing game.",repr,1,P,2
2005,52.0,F,W,MA,NR,-2.0,4.0,20.0,40.0,-2.0,-1.0,-1.0,-2.0,"I voted for an amount that I thought was moderately fair, without being so high that the high score people wouldn't balk at.",Decently.,repr,1,P,2
2006,32.0,F,O,AS,O,0.0,2.0,31.0,13.0,2.0,-1.0,1.0,-1.0,"Decisions that would hopefully go in my favor and minimize my losses (unsuccessful, imo)",Neutral. I can understand the members who started out with much less and just wanted to end with something. I can also understand those with higher scores as you want to gain or keep more points by voting in your favor,repr,1,R,2
